"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD","Quantity","QuantityToken","QtyUnit","ProductDescription","NetWeight in KGM","Reporter Region","Reporter Income Group","Partner Region","Partner Income Group"
"CP","BRA","2","Brazil","JPN","Japan",2022,"Export",6,1680582.674,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"Latin America & Caribbean","Upper middle income","East Asia & Pacific","High income"
"CP","BRA","2","Brazil","KOR","Korea, Rep.",2022,"Export",6,1714255.721,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"Latin America & Caribbean","Upper middle income","East Asia & Pacific","High income"
"CP","BRA","2","Brazil","PER","Peru",2022,"Export",6,348890.032,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"Latin America & Caribbean","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","BRA","2","Brazil","RUS","Russian Federation",2022,"Export",6,627678.449,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"Latin America & Caribbean","Upper middle income","Europe & Central Asia","Upper middle income"
"CP","BRA","2","Brazil","TUR","Turkey",2022,"Export",6,228116.938,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"Latin America & Caribbean","Upper middle income","Europe & Central Asia","Upper middle income"
"CP","BRA","2","Brazil","USA","United States",2022,"Export",6,3816493.961,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"Latin America & Caribbean","Upper middle income","North America","High income"
"CP","BRA","2","Brazil","ZAF","South Africa",2022,"Export",6,324249.146,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"Latin America & Caribbean","Upper middle income","Sub-Saharan Africa","Upper middle income"
"CP","BRA","3","Brazil","ARG","Argentina",2022,"Export",6,4309269.005,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","BRA","3","Brazil","CAN","Canada",2022,"Export",6,409330.248,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","North America","High income"
"CP","BRA","3","Brazil","CHL","Chile",2022,"Export",6,1393571.175,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","Latin America & Caribbean","High income"
"CP","BRA","3","Brazil","CHN","China",2022,"Export",6,4594731.697,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","East Asia & Pacific","Upper middle income"
"CP","BRA","3","Brazil","CMR","Cameroon",2022,"Export",6,10112.451,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","Sub-Saharan Africa","Lower middle income"
"CP","BRA","3","Brazil","COL","Colombia",2022,"Export",6,1280075.795,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","BRA","3","Brazil","DEU","Germany",2022,"Export",6,1043274.246,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","Europe & Central Asia","High income"
"CP","BRA","3","Brazil","ECU","Ecuador",2022,"Export",6,374630.589,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","BRA","3","Brazil","FRA","France",2022,"Export",6,754404.504,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","Europe & Central Asia","High income"
"CP","BRA","3","Brazil","ITA","Italy",2022,"Export",6,1206783.57,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","Europe & Central Asia","High income"
"CP","BRA","3","Brazil","JPN","Japan",2022,"Export",6,785005.957,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","East Asia & Pacific","High income"
"CP","BRA","3","Brazil","KOR","Korea, Rep.",2022,"Export",6,357679.11,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","East Asia & Pacific","High income"
"CP","BRA","3","Brazil","PER","Peru",2022,"Export",6,759649.038,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","BRA","3","Brazil","RUS","Russian Federation",2022,"Export",6,53644.072,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","Europe & Central Asia","Upper middle income"
"CP","BRA","3","Brazil","TUR","Turkey",2022,"Export",6,398606.298,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","Europe & Central Asia","Upper middle income"
"CP","BRA","3","Brazil","USA","United States",2022,"Export",6,9915834.381,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","North America","High income"
"CP","BRA","3","Brazil","ZAF","South Africa",2022,"Export",6,655137.871,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","Sub-Saharan Africa","Upper middle income"
"CP","BRA","4","Brazil","ARG","Argentina",2022,"Export",6,8583248.07,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","BRA","4","Brazil","CAN","Canada",2022,"Export",6,3871664.203,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","North America","High income"
"CP","BRA","4","Brazil","CHL","Chile",2022,"Export",6,3092259.078,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","Latin America & Caribbean","High income"
"CP","BRA","4","Brazil","CHN","China",2022,"Export",6,2019141.04,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","East Asia & Pacific","Upper middle income"
"CP","BRA","4","Brazil","CMR","Cameroon",2022,"Export",6,9508.499,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","Sub-Saharan Africa","Lower middle income"
"CP","BRA","4","Brazil","COL","Colombia",2022,"Export",6,2272059.984,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","BRA","4","Brazil","DEU","Germany",2022,"Export",6,1200076.318,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","Europe & Central Asia","High income"
"CP","BRA","4","Brazil","ECU","Ecuador",2022,"Export",6,562255.468,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","BRA","4","Brazil","FRA","France",2022,"Export",6,639220.827,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","Europe & Central Asia","High income"
"CP","BRA","4","Brazil","ITA","Italy",2022,"Export",6,791937.945,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","Europe & Central Asia","High income"
"CP","BRA","4","Brazil","JPN","Japan",2022,"Export",6,862997.52,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","East Asia & Pacific","High income"
"CP","BRA","4","Brazil","KOR","Korea, Rep.",2022,"Export",6,306988.393,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","East Asia & Pacific","High income"
"CP","BRA","4","Brazil","PER","Peru",2022,"Export",6,1660221.899,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","BRA","4","Brazil","RUS","Russian Federation",2022,"Export",6,124349.915,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","Europe & Central Asia","Upper middle income"
"CP","BRA","4","Brazil","TUR","Turkey",2022,"Export",6,587990.788,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","Europe & Central Asia","Upper middle income"
"CP","BRA","4","Brazil","USA","United States",2022,"Export",6,16256869.764,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","North America","High income"
"CP","BRA","4","Brazil","ZAF","South Africa",2022,"Export",6,578414.979,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","Sub-Saharan Africa","Upper middle income"
"CP","CAN","0","Canada","ARG","Argentina",2022,"Export",6,8295.011,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","0","Canada","BRA","Brazil",2022,"Export",6,49317.557,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","0","Canada","CHL","Chile",2022,"Export",6,150300.647,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"North America","High income","Latin America & Caribbean","High income"
"CP","CAN","0","Canada","CHN","China",2022,"Export",6,5354359.819,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"North America","High income","East Asia & Pacific","Upper middle income"
"CP","CAN","0","Canada","CMR","Cameroon",2022,"Export",6,22409.935,50825000,8,"Kg","AGRICULTURE, FORESTRY AND FISHERY P",50825000,"North America","High income","Sub-Saharan Africa","Lower middle income"
"CP","CAN","0","Canada","COL","Colombia",2022,"Export",6,584860.825,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","0","Canada","DEU","Germany",2022,"Export",6,95406.527,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"North America","High income","Europe & Central Asia","High income"
"CP","CAN","0","Canada","ECU","Ecuador",2022,"Export",6,262476.059,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","0","Canada","FRA","France",2022,"Export",6,232589.736,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"North America","High income","Europe & Central Asia","High income"
"CP","CAN","0","Canada","ITA","Italy",2022,"Export",6,760188.051,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"North America","High income","Europe & Central Asia","High income"
"CP","CAN","0","Canada","JPN","Japan",2022,"Export",6,2563693.787,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"North America","High income","East Asia & Pacific","High income"
"CP","CAN","0","Canada","KOR","Korea, Rep.",2022,"Export",6,271393.987,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"North America","High income","East Asia & Pacific","High income"
"CP","CAN","0","Canada","PER","Peru",2022,"Export",6,460129.447,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","0","Canada","RUS","Russian Federation",2022,"Export",6,15374.362,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"North America","High income","Europe & Central Asia","Upper middle income"
"CP","CAN","0","Canada","TUR","Turkey",2022,"Export",6,407023.786,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"North America","High income","Europe & Central Asia","Upper middle income"
"CP","CAN","0","Canada","USA","United States",2022,"Export",6,9985633.998,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"North America","High income","North America","High income"
"CP","CAN","0","Canada","ZAF","South Africa",2022,"Export",6,8088.152,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"North America","High income","Sub-Saharan Africa","Upper middle income"
"CP","CAN","1","Canada","ARG","Argentina",2022,"Export",6,53321.191,276078134.946,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",276078135,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","1","Canada","BRA","Brazil",2022,"Export",6,93257.606,336812592.193,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",336812592,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","1","Canada","CHL","Chile",2022,"Export",6,195832.402,786410676,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",786410676,"North America","High income","Latin America & Caribbean","High income"
"CP","CAN","1","Canada","CHN","China",2022,"Export",6,5753584.582,,,"","ORES AND MINERALS; ELECTRICITY, GAS",,"North America","High income","East Asia & Pacific","Upper middle income"
"CP","CAN","1","Canada","COL","Colombia",2022,"Export",6,1852.989,6590416.061,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",6590416,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","1","Canada","DEU","Germany",2022,"Export",6,1212364.683,,,"","ORES AND MINERALS; ELECTRICITY, GAS",,"North America","High income","Europe & Central Asia","High income"
"CP","CAN","1","Canada","ECU","Ecuador",2022,"Export",6,3376.433,39047390.996,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",39047391,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","1","Canada","FRA","France",2022,"Export",6,606862.084,5645381003.896,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",5645381004,"North America","High income","Europe & Central Asia","High income"
"CP","CAN","1","Canada","ITA","Italy",2022,"Export",6,174102.486,316425832.419,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",316425832,"North America","High income","Europe & Central Asia","High income"
"CP","CAN","1","Canada","JPN","Japan",2022,"Export",6,4626421.787,,,"","ORES AND MINERALS; ELECTRICITY, GAS",,"North America","High income","East Asia & Pacific","High income"
"CP","CAN","1","Canada","KOR","Korea, Rep.",2022,"Export",6,3627284.913,,,"","ORES AND MINERALS; ELECTRICITY, GAS",,"North America","High income","East Asia & Pacific","High income"
"CP","CAN","1","Canada","PER","Peru",2022,"Export",6,1264.874,116537992.906,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",116537993,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","1","Canada","RUS","Russian Federation",2022,"Export",6,23.926,60192,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",60192,"North America","High income","Europe & Central Asia","Upper middle income"
"CP","CAN","1","Canada","TUR","Turkey",2022,"Export",6,120869.224,350251872,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",350251872,"North America","High income","Europe & Central Asia","Upper middle income"
"CP","CAN","1","Canada","USA","United States",2022,"Export",6,142960115.208,,,"","ORES AND MINERALS; ELECTRICITY, GAS",,"North America","High income","North America","High income"
"CP","CAN","1","Canada","ZAF","South Africa",2022,"Export",6,290.71,,,"","ORES AND MINERALS; ELECTRICITY, GAS",,"North America","High income","Sub-Saharan Africa","Upper middle income"
"CP","CAN","2","Canada","ARG","Argentina",2022,"Export",6,6704.314,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","2","Canada","BRA","Brazil",2022,"Export",6,22317.523,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","2","Canada","CHL","Chile",2022,"Export",6,109177.695,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"North America","High income","Latin America & Caribbean","High income"
"CP","CAN","2","Canada","CHN","China",2022,"Export",6,2272726.494,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"North America","High income","East Asia & Pacific","Upper middle income"
"CP","CAN","2","Canada","CMR","Cameroon",2022,"Export",6,478.374,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"North America","High income","Sub-Saharan Africa","Lower middle income"
"CP","CAN","2","Canada","COL","Colombia",2022,"Export",6,47460.477,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","2","Canada","DEU","Germany",2022,"Export",6,130532.54,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"North America","High income","Europe & Central Asia","High income"
"CP","CAN","2","Canada","ECU","Ecuador",2022,"Export",6,2590.831,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","2","Canada","FRA","France",2022,"Export",6,168295.758,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"North America","High income","Europe & Central Asia","High income"
"CP","CAN","2","Canada","ITA","Italy",2022,"Export",6,80895.43,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"North America","High income","Europe & Central Asia","High income"
"CP","CAN","2","Canada","JPN","Japan",2022,"Export",6,1744611.748,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"North America","High income","East Asia & Pacific","High income"
"CP","CAN","2","Canada","KOR","Korea, Rep.",2022,"Export",6,731686.617,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"North America","High income","East Asia & Pacific","High income"
"CP","CAN","2","Canada","PER","Peru",2022,"Export",6,16790.069,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","2","Canada","RUS","Russian Federation",2022,"Export",6,1832.836,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"North America","High income","Europe & Central Asia","Upper middle income"
"CP","CAN","2","Canada","TUR","Turkey",2022,"Export",6,14409.988,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"North America","High income","Europe & Central Asia","Upper middle income"
"CP","CAN","2","Canada","USA","United States",2022,"Export",6,33302434.94,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"North America","High income","North America","High income"
"CP","CAN","2","Canada","ZAF","South Africa",2022,"Export",6,21143.857,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"North America","High income","Sub-Saharan Africa","Upper middle income"
"CP","CAN","3","Canada","ARG","Argentina",2022,"Export",6,86179.156,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","3","Canada","BRA","Brazil",2022,"Export",6,2204445.026,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","3","Canada","CHL","Chile",2022,"Export",6,164428.55,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"North America","High income","Latin America & Caribbean","High income"
"CP","CAN","3","Canada","CHN","China",2022,"Export",6,5907909.555,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"North America","High income","East Asia & Pacific","Upper middle income"
"CP","CAN","3","Canada","CMR","Cameroon",2022,"Export",6,9642.239,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"North America","High income","Sub-Saharan Africa","Lower middle income"
"CP","CAN","3","Canada","COL","Colombia",2022,"Export",6,226332.218,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","3","Canada","DEU","Germany",2022,"Export",6,1169674.207,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"North America","High income","Europe & Central Asia","High income"
"CP","CAN","3","Canada","ECU","Ecuador",2022,"Export",6,163117.133,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","3","Canada","FRA","France",2022,"Export",6,366412.341,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"North America","High income","Europe & Central Asia","High income"
"CP","CAN","3","Canada","ITA","Italy",2022,"Export",6,671083.934,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"North America","High income","Europe & Central Asia","High income"
"CP","CAN","3","Canada","JPN","Japan",2022,"Export",6,3651592.598,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"North America","High income","East Asia & Pacific","High income"
"CP","CAN","3","Canada","KOR","Korea, Rep.",2022,"Export",6,1235365.363,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"North America","High income","East Asia & Pacific","High income"
"CP","CAN","3","Canada","PER","Peru",2022,"Export",6,539229.676,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","3","Canada","RUS","Russian Federation",2022,"Export",6,16777.472,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"North America","High income","Europe & Central Asia","Upper middle income"
"CP","CAN","3","Canada","TUR","Turkey",2022,"Export",6,266947.156,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"North America","High income","Europe & Central Asia","Upper middle income"
"CP","CAN","3","Canada","USA","United States",2022,"Export",6,108514357.943,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"North America","High income","North America","High income"
"CP","CAN","3","Canada","ZAF","South Africa",2022,"Export",6,85943.846,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"North America","High income","Sub-Saharan Africa","Upper middle income"
"CP","CAN","4","Canada","ARG","Argentina",2022,"Export",6,71239.109,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","4","Canada","BRA","Brazil",2022,"Export",6,554122.352,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","4","Canada","CHL","Chile",2022,"Export",6,173895.745,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"North America","High income","Latin America & Caribbean","High income"
"CP","CAN","4","Canada","CHN","China",2022,"Export",6,2211683.452,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"North America","High income","East Asia & Pacific","Upper middle income"
"CP","CAN","4","Canada","CMR","Cameroon",2022,"Export",6,9000.304,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"North America","High income","Sub-Saharan Africa","Lower middle income"
"CP","CAN","4","Canada","COL","Colombia",2022,"Export",6,114158.75,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","4","Canada","DEU","Germany",2022,"Export",6,1500115.454,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"North America","High income","Europe & Central Asia","High income"
"CP","CAN","4","Canada","ECU","Ecuador",2022,"Export",6,24836.28,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","4","Canada","FRA","France",2022,"Export",6,1400854.837,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"North America","High income","Europe & Central Asia","High income"
"CP","CAN","4","Canada","ITA","Italy",2022,"Export",6,429206.178,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"North America","High income","Europe & Central Asia","High income"
"CP","CAN","4","Canada","JPN","Japan",2022,"Export",6,997880.025,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"North America","High income","East Asia & Pacific","High income"
"CP","CAN","4","Canada","KOR","Korea, Rep.",2022,"Export",6,660044.789,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"North America","High income","East Asia & Pacific","High income"
"CP","CAN","4","Canada","PER","Peru",2022,"Export",6,117448.539,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"North America","High income","Latin America & Caribbean","Upper middle income"
"CP","CAN","4","Canada","RUS","Russian Federation",2022,"Export",6,115309.097,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"North America","High income","Europe & Central Asia","Upper middle income"
"CP","CAN","4","Canada","TUR","Turkey",2022,"Export",6,134091.405,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"North America","High income","Europe & Central Asia","Upper middle income"
"CP","CAN","4","Canada","USA","United States",2022,"Export",6,126683517.179,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"North America","High income","North America","High income"
"CP","CAN","4","Canada","ZAF","South Africa",2022,"Export",6,166957.541,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"North America","High income","Sub-Saharan Africa","Upper middle income"
"CP","CHL","0","Chile","ARG","Argentina",2022,"Export",6,147844.095,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"Latin America & Caribbean","High income","Latin America & Caribbean","Upper middle income"
"CP","CHL","0","Chile","BRA","Brazil",2022,"Export",6,955860.758,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"Latin America & Caribbean","High income","Latin America & Caribbean","Upper middle income"
"CP","CHL","0","Chile","CAN","Canada",2022,"Export",6,103562.397,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"Latin America & Caribbean","High income","North America","High income"
"CP","CHL","0","Chile","CHN","China",2022,"Export",6,2656076.406,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"Latin America & Caribbean","High income","East Asia & Pacific","Upper middle income"
"CP","CHL","0","Chile","COL","Colombia",2022,"Export",6,130081.915,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"Latin America & Caribbean","High income","Latin America & Caribbean","Upper middle income"
"CP","CHL","0","Chile","DEU","Germany",2022,"Export",6,185019.517,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"Latin America & Caribbean","High income","Europe & Central Asia","High income"
"CP","CHL","0","Chile","ECU","Ecuador",2022,"Export",6,100994.189,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"Latin America & Caribbean","High income","Latin America & Caribbean","Upper middle income"
"CP","CHL","0","Chile","FRA","France",2022,"Export",6,88830.481,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"Latin America & Caribbean","High income","Europe & Central Asia","High income"
"CP","CHL","0","Chile","ITA","Italy",2022,"Export",6,164302.252,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"Latin America & Caribbean","High income","Europe & Central Asia","High income"
"CP","CHL","0","Chile","JPN","Japan",2022,"Export",6,132838.449,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"Latin America & Caribbean","High income","East Asia & Pacific","High income"
"CP","CHL","0","Chile","KOR","Korea, Rep.",2022,"Export",6,119491.525,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"Latin America & Caribbean","High income","East Asia & Pacific","High income"
"CP","CHL","0","Chile","PER","Peru",2022,"Export",6,99458.891,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"Latin America & Caribbean","High income","Latin America & Caribbean","Upper middle income"
"CP","CHL","0","Chile","RUS","Russian Federation",2022,"Export",6,49115.631,29074707.23,8,"Kg","AGRICULTURE, FORESTRY AND FISHERY P",29074707,"Latin America & Caribbean","High income","Europe & Central Asia","Upper middle income"
"CP","CHL","0","Chile","TUR","Turkey",2022,"Export",6,100235.877,29913385.68,8,"Kg","AGRICULTURE, FORESTRY AND FISHERY P",29913386,"Latin America & Caribbean","High income","Europe & Central Asia","Upper middle income"
"CP","CHL","0","Chile","USA","United States",2022,"Export",6,1512817.003,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"Latin America & Caribbean","High income","North America","High income"
"CP","CHL","0","Chile","ZAF","South Africa",2022,"Export",6,5388.792,1846913.317,8,"Kg","AGRICULTURE, FORESTRY AND FISHERY P",1846913,"Latin America & Caribbean","High income","Sub-Saharan Africa","Upper middle income"
"CP","CHL","1","Chile","ARG","Argentina",2022,"Export",6,13319.457,124078346,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",124078346,"Latin America & Caribbean","High income","Latin America & Caribbean","Upper middle income"
"CP","CHL","1","Chile","BRA","Brazil",2022,"Export",6,400293.955,1751855272.03,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",1751855272,"Latin America & Caribbean","High income","Latin America & Caribbean","Upper middle income"
